timestamp,hour,day_of_week,is_weekend,day_of_year,temperature_c,pv_kw,pv_clear_sky_kw,cloud_factor,load_kw,residual_load_kw,price_cny_per_kwh,emission_factor_kg_per_kwh,forecast_pv_kw_h15min,forecast_pv_kw_h60min,forecast_pv_kw_h240min,forecast_pv_kw_h1440min,forecast_load_kw_h15min,forecast_load_kw_h60min,forecast_load_kw_h240min,forecast_load_kw_h1440min,forecast_price_cny_per_kwh_h15min,forecast_price_cny_per_kwh_h60min,forecast_price_cny_per_kwh_h240min,forecast_price_cny_per_kwh_h1440min
2024-01-01 10:00:00,10.0,0,0,1,-2.13,75.49,77.6,1.0,65.62,-9.87,0.5385,0.3172,84.633,68.666,64.067,3.734,63.731,63.025,41.028,71.855,0.553,0.248,0.385,0.738
2024-01-01 10:15:00,10.25,0,0,1,-1.45,80.63,80.93,0.991,62.1,-18.53,0.5586,0.2853,79.887,109.52,61.91,53.889,58.542,54.981,58.653,55.456,0.56,0.327,0.264,0.435
2024-01-01 10:30:00,10.5,0,0,1,-0.98,83.32,83.87,1.0,58.19,-25.13,0.6085,0.2611,86.905,77.504,74.819,170.726,57.679,67.334,52.668,52.192,0.559,0.272,0.055,0.792
2024-01-01 10:45:00,10.75,0,0,1,-1.48,85.6,86.38,1.0,57.45,-28.15,0.5741,0.25,92.901,101.49,52.5,115.332,58.639,48.513,33.925,52.139,0.341,0.434,0.344,0.416
2024-01-01 11:00:00,11.0,0,0,1,-1.19,93.31,88.47,0.996,57.93,-35.38,0.3384,0.2234,93.523,87.52,71.499,49.691,54.446,55.195,43.909,57.255,0.323,0.447,0.411,0.03
2024-01-01 11:15:00,11.25,0,0,1,-0.99,96.83,90.1,0.98,54.42,-42.41,0.3173,0.1976,80.724,104.592,51.525,80.614,59.107,41.334,44.249,63.216,0.245,0.472,0.308,0.365
2024-01-01 11:30:00,11.5,0,0,1,-0.7,79.2,91.28,0.881,59.99,-19.21,0.2544,0.2828,102.286,81.723,61.791,58.534,55.023,54.733,56.209,57.44,0.374,0.326,0.515,0.254
2024-01-01 11:45:00,11.75,0,0,1,0.12,98.59,91.99,0.981,53.82,-44.77,0.3579,0.1889,93.339,72.779,20.181,76.221,49.998,48.358,46.768,61.461,0.422,0.423,0.409,0.626
2024-01-01 12:00:00,12.0,0,0,1,0.36,90.94,92.22,1.0,50.57,-40.38,0.4132,0.2051,92.476,84.286,26.715,55.724,48.361,45.723,42.062,49.034,0.343,0.32,0.642,0.442
2024-01-01 12:15:00,12.25,0,0,1,0.98,91.13,91.99,0.961,48.26,-42.86,0.3305,0.1959,79.654,94.026,41.616,11.091,52.335,53.701,42.32,48.423,0.375,0.319,0.49,0.646
2024-01-01 12:30:00,12.5,0,0,1,1.08,80.05,91.28,0.918,50.37,-29.68,0.3703,0.2444,76.03,94.79,29.914,81.847,51.787,47.056,49.309,47.587,0.33,0.223,0.432,0.449
2024-01-01 12:45:00,12.75,0,0,1,1.37,74.93,90.1,0.867,53.27,-21.66,0.3152,0.2738,79.552,55.573,25.201,70.98,50.005,50.414,52.207,48.961,0.297,0.276,0.65,0.712
2024-01-01 13:00:00,13.0,0,0,1,1.94,84.39,88.47,0.967,50.89,-33.49,0.2886,0.2303,84.495,67.288,17.014,35.398,49.064,45.738,39.924,63.751,0.264,0.397,0.289,-0.015
2024-01-01 13:15:00,13.25,0,0,1,0.81,84.18,86.38,0.94,49.5,-34.69,0.2476,0.2259,79.767,69.563,13.871,79.226,46.6,47.713,52.565,59.215,0.288,0.31,0.445,0.438
2024-01-01 13:30:00,13.5,0,0,1,0.74,84.61,83.87,1.0,47.17,-37.44,0.2688,0.2158,62.236,73.052,3.648,87.969,52.508,46.03,67.147,81.272,0.352,0.192,0.377,0.19
2024-01-01 13:45:00,13.75,0,0,1,0.57,63.18,80.93,0.854,49.97,-13.2,0.3543,0.305,66.922,55.895,3.922,39.96,48.189,55.404,59.826,49.533,0.328,0.219,0.601,0.328
2024-01-01 14:00:00,14.0,0,0,1,0.32,64.81,77.6,0.897,47.05,-17.76,0.3391,0.2882,58.31,74.608,0.0,71.514,48.117,50.837,54.94,61.493,0.386,0.433,0.863,0.166
2024-01-01 14:15:00,14.25,0,0,1,0.41,56.52,73.9,0.849,48.01,-8.51,0.3659,0.3223,68.745,51.484,0.0,13.357,47.631,52.765,69.825,64.696,0.263,0.338,0.83,0.213
2024-01-01 14:30:00,14.5,0,0,1,1.93,68.28,69.86,0.961,47.33,-20.95,0.2726,0.2764,65.67,45.983,0.0,25.951,48.188,38.253,57.142,45.097,0.292,0.327,0.941,0.229
2024-01-01 14:45:00,14.75,0,0,1,1.43,63.85,65.49,0.967,48.8,-15.05,0.2997,0.2981,60.344,30.112,0.0,51.29,44.805,56.145,98.123,58.032,0.4,0.416,1.121,0.246
2024-01-01 15:00:00,15.0,0,0,1,2.48,61.09,60.85,0.996,45.46,-15.62,0.3806,0.2961,50.895,36.295,0.0,45.971,42.652,51.768,66.819,71.249,0.43,0.256,0.683,0.494
2024-01-01 15:15:00,15.25,0,0,1,1.32,52.01,55.95,0.922,43.95,-8.06,0.4,0.3811,44.617,33.491,0.0,52.797,45.369,44.735,88.774,73.064,0.323,0.305,1.15,0.733
2024-01-01 15:30:00,15.5,0,0,1,1.37,44.62,50.84,0.931,44.6,-0.02,0.3228,0.4159,43.753,14.249,0.0,42.245,48.06,53.497,89.814,59.859,0.352,0.271,1.454,0.534
2024-01-01 15:45:00,15.75,0,0,1,1.83,42.07,45.55,0.91,46.27,4.21,0.3402,0.4343,41.223,19.512,0.0,20.564,44.625,51.021,81.759,87.353,0.334,0.309,0.608,0.427
2024-01-01 16:00:00,16.0,0,0,1,2.61,41.84,40.14,0.914,44.9,3.06,0.3198,0.4293,32.097,15.63,0.0,38.115,46.006,48.955,73.485,81.207,0.416,0.476,0.667,0.797
2024-01-01 16:15:00,16.25,0,0,1,3.42,32.7,34.65,0.885,46.29,13.59,0.3915,0.475,22.735,17.824,0.0,24.865,46.041,47.851,76.108,78.803,0.388,0.666,1.012,0.697
2024-01-01 16:30:00,16.5,0,0,1,4.22,22.31,29.12,0.911,45.7,23.39,0.39,0.5176,22.429,3.331,0.0,28.851,50.554,57.495,75.451,41.772,0.447,0.531,1.445,0.474
2024-01-01 16:45:00,16.75,0,0,1,4.05,22.06,23.62,0.985,48.57,26.52,0.4692,0.5313,13.549,3.512,0.0,11.548,46.239,56.66,60.046,50.703,0.539,0.537,1.346,0.708
2024-01-01 17:00:00,17.0,0,0,1,3.81,13.89,18.22,0.887,47.64,33.74,0.5334,0.5627,14.517,0.0,0.0,12.499,48.637,66.942,64.088,48.607,0.502,0.664,0.762,0.268
2024-01-01 17:15:00,17.25,0,0,1,4.65,14.54,12.98,0.876,48.44,33.9,0.5051,0.5634,3.193,0.0,0.0,11.195,56.661,73.872,71.019,42.58,0.451,0.848,1.044,0.494
2024-01-01 17:30:00,17.5,0,0,1,4.58,3.27,8.01,0.884,55.85,52.58,0.4939,0.6449,3.726,0.0,0.0,0.0,59.059,61.987,55.643,69.522,0.507,1.371,0.622,0.581
2024-01-01 17:45:00,17.75,0,0,1,3.65,3.68,3.5,0.866,58.5,54.82,0.5195,0.6547,0.0,0.0,0.0,3.314,63.042,79.543,59.25,63.43,0.876,1.114,0.253,0.591
2024-01-01 18:00:00,18.0,0,0,1,2.93,0.0,0.0,0.886,64.09,64.09,0.9325,0.6952,0.0,0.0,0.0,0.0,67.97,70.378,48.675,66.148,0.924,1.345,0.349,0.514
2024-01-01 18:15:00,18.25,0,0,1,2.45,0.0,0.0,0.865,68.64,68.64,0.9343,0.7151,0.0,0.0,0.0,0.0,71.206,83.898,41.172,70.645,0.891,0.948,0.3,0.635
2024-01-01 18:30:00,18.5,0,0,1,3.15,0.0,0.0,0.933,70.64,70.64,0.9077,0.7238,0.0,0.0,0.0,0.0,78.742,80.987,40.797,48.706,0.867,1.172,0.326,1.142
2024-01-01 18:45:00,18.75,0,0,1,3.49,0.0,0.0,0.929,76.28,76.28,0.8809,0.7485,0.0,0.0,0.0,0.0,80.617,75.258,46.251,43.855,0.903,0.765,0.353,0.697
2024-01-01 19:00:00,19.0,0,0,1,4.23,0.0,0.0,0.987,76.62,76.62,0.9159,0.75,0.0,0.0,0.0,0.0,78.834,85.502,40.203,88.89,0.971,0.848,0.072,1.653
2024-01-01 19:15:00,19.25,0,0,1,3.99,0.0,0.0,0.88,81.72,81.72,0.9112,0.7723,0.0,0.0,0.0,0.0,85.292,76.46,24.644,98.43,1.074,0.908,0.049,1.873
2024-01-01 19:30:00,19.5,0,0,1,4.23,0.0,0.0,0.898,83.54,83.54,0.9876,0.7803,0.0,0.0,0.0,0.0,78.545,78.004,29.58,50.675,0.998,0.879,0.266,1.068
2024-01-01 19:45:00,19.75,0,0,1,4.81,0.0,0.0,0.899,78.08,78.08,0.9302,0.7564,0.0,0.0,0.0,0.0,76.415,69.967,29.089,78.77,0.841,1.218,0.049,1.301
2024-01-01 20:00:00,20.0,0,0,1,4.57,0.0,0.0,0.9,78.3,78.3,0.8748,0.7574,0.0,0.0,0.0,0.0,73.412,53.837,42.108,106.406,0.889,0.55,0.061,0.682
2024-01-01 20:15:00,20.25,0,0,1,4.95,0.0,0.0,0.95,74.63,74.63,0.8719,0.7413,0.0,0.0,0.0,0.0,72.57,54.121,33.973,67.876,0.926,0.915,0.103,-0.2
2024-01-01 20:30:00,20.5,0,0,1,4.38,0.0,0.0,0.817,68.4,68.4,0.8886,0.714,0.0,0.0,0.0,0.0,64.03,56.269,34.994,85.624,0.902,0.875,0.054,-0.2
2024-01-01 20:45:00,20.75,0,0,1,4.08,0.0,0.0,0.926,63.28,63.28,0.8705,0.6916,0.0,0.0,0.0,0.0,57.073,56.344,43.912,81.256,0.908,0.523,0.058,0.835
2024-01-01 21:00:00,21.0,0,0,1,3.78,0.0,0.0,1.0,57.67,57.67,0.8866,0.6671,0.0,0.0,0.0,0.0,55.605,36.123,37.824,46.723,0.845,0.311,0.184,0.274
2024-01-01 21:15:00,21.25,0,0,1,2.84,0.0,0.0,0.981,56.34,56.34,0.8413,0.6613,0.0,0.0,0.0,0.0,57.624,40.869,37.435,41.584,0.872,0.284,0.194,1.082
2024-01-01 21:30:00,21.5,0,0,1,3.31,0.0,0.0,0.98,57.58,57.58,0.8785,0.6667,0.0,0.0,0.0,0.0,53.265,32.686,30.516,59.264,0.796,0.372,0.098,1.376
2024-01-01 21:45:00,21.75,0,0,1,2.94,0.0,0.0,0.965,54.81,54.81,0.8282,0.6546,0.0,0.0,0.0,0.0,40.355,37.65,39.357,53.72,0.285,0.496,0.217,0.205
2024-01-01 22:00:00,22.0,0,0,1,2.97,0.0,0.0,0.899,40.96,40.96,0.296,0.5942,0.0,0.0,0.0,0.0,40.014,28.399,15.913,21.847,0.265,0.128,0.091,0.425
2024-01-01 22:15:00,22.25,0,0,1,3.35,0.0,0.0,0.898,38.83,38.83,0.2442,0.5849,0.0,0.0,0.0,0.0,36.618,31.995,49.966,48.881,0.33,0.057,0.089,0.219
2024-01-01 22:30:00,22.5,0,0,1,3.63,0.0,0.0,0.904,37.06,37.06,0.3353,0.5772,0.0,0.0,0.0,0.0,37.247,30.59,53.622,31.592,0.371,0.213,0.102,0.348
2024-01-01 22:45:00,22.75,0,0,1,4.03,0.0,0.0,0.891,37.23,37.23,0.369,0.5779,0.0,0.0,0.0,0.0,36.385,28.127,51.36,19.983,0.155,0.123,0.097,0.502
2024-01-01 23:00:00,23.0,0,0,1,3.75,0.0,0.0,1.0,35.81,35.81,0.1528,0.5717,0.0,0.0,0.0,0.0,29.238,34.849,42.795,26.302,0.128,0.106,0.117,0.019
2024-01-01 23:15:00,23.25,0,0,1,3.21,0.0,0.0,1.0,28.9,28.9,0.1294,0.5416,0.0,0.0,0.0,0.0,31.33,34.417,36.391,48.801,0.144,0.092,0.126,0.051
2024-01-01 23:30:00,23.5,0,0,1,2.96,0.0,0.0,0.989,30.35,30.35,0.1611,0.5479,0.0,0.0,0.0,0.0,33.416,43.907,55.67,42.971,0.114,0.123,0.09,0.135
2024-01-01 23:45:00,23.75,0,0,1,1.43,0.0,0.0,1.0,32.23,32.23,0.1209,0.5561,0.0,0.0,0.0,0.0,31.71,36.147,39.767,46.976,0.092,0.087,0.163,0.279
2024-01-02 00:00:00,0.0,1,0,2,0.13,0.0,0.0,0.834,31.81,31.81,0.0888,0.5543,0.0,0.0,0.0,0.0,33.796,36.252,52.672,32.899,0.109,0.136,0.129,0.222
2024-01-02 00:15:00,0.25,1,0,2,-0.9,0.0,0.0,0.803,33.53,33.53,0.1057,0.5618,0.0,0.0,0.0,0.0,38.364,33.756,46.325,52.466,0.123,0.112,0.179,0.361
2024-01-02 00:30:00,0.5,1,0,2,-1.6,0.0,0.0,0.829,38.51,38.51,0.1308,0.5835,0.0,0.0,0.0,0.0,36.034,38.705,51.545,33.923,0.095,0.057,0.036,0.241
2024-01-02 00:45:00,0.75,1,0,2,-1.14,0.0,0.0,0.849,36.24,36.24,0.0976,0.5736,0.0,0.0,0.0,0.0,37.13,39.546,30.966,32.266,0.153,0.097,0.063,0.171
2024-01-02 01:00:00,1.0,1,0,2,-1.8,0.0,0.0,0.808,37.43,37.43,0.1482,0.5788,0.0,0.0,0.0,0.0,36.453,31.699,36.153,24.883,0.103,0.058,0.102,0.054
2024-01-02 01:15:00,1.25,1,0,2,-2.01,0.0,0.0,0.797,37.23,37.23,0.0999,0.5779,0.0,0.0,0.0,0.0,33.229,46.007,33.995,37.739,0.103,0.096,0.112,0.069
2024-01-02 01:30:00,1.5,1,0,2,-0.87,0.0,0.0,0.819,33.13,33.13,0.1071,0.56,0.0,0.0,0.0,0.0,35.063,44.13,50.485,23.895,0.141,0.121,0.117,0.025
2024-01-02 01:45:00,1.75,1,0,2,-1.21,0.0,0.0,0.79,35.3,35.3,0.1395,0.5695,0.0,0.0,0.0,0.0,35.027,48.913,58.328,29.166,0.064,0.13,0.178,0.053
2024-01-02 02:00:00,2.0,1,0,2,-0.66,0.0,0.0,0.811,35.35,35.35,0.0616,0.5697,0.0,0.0,0.0,0.0,42.478,42.844,62.299,21.295,0.074,0.147,0.062,0.039
2024-01-02 02:15:00,2.25,1,0,2,-1.53,0.0,0.0,0.823,42.8,42.8,0.0754,0.6022,0.0,0.0,1.277,0.0,45.037,44.35,66.015,31.585,0.126,0.1,0.085,0.023
2024-01-02 02:30:00,2.5,1,0,2,-1.76,0.0,0.0,0.808,44.64,44.64,0.1175,0.6102,0.0,0.0,16.523,0.0,47.472,47.577,49.089,42.625,0.132,0.091,0.205,0.311
2024-01-02 02:45:00,2.75,1,0,2,-2.58,0.0,0.0,0.911,47.23,47.23,0.1342,0.6215,0.0,0.0,11.843,0.0,46.177,45.325,65.9,36.392,0.152,0.156,0.191,0.156
2024-01-02 03:00:00,3.0,1,0,2,-2.86,0.0,0.0,0.844,44.8,44.8,0.1469,0.6109,0.0,0.0,17.03,0.0,46.202,42.836,55.63,33.296,0.11,0.226,0.252,0.152
2024-01-02 03:15:00,3.25,1,0,2,-2.18,0.0,0.0,0.801,45.59,45.59,0.1047,0.6144,0.0,0.0,11.502,0.0,47.587,43.113,42.433,26.847,0.096,0.088,0.35,0.034
2024-01-02 03:30:00,3.5,1,0,2,-3.65,0.0,0.0,0.878,48.25,48.25,0.0953,0.626,0.0,0.0,38.036,0.0,40.834,45.968,63.153,47.603,0.133,0.145,0.427,0.01
2024-01-02 03:45:00,3.75,1,0,2,-3.26,0.0,0.0,0.846,41.13,41.13,0.1396,0.5949,0.0,0.0,37.801,0.0,44.834,35.399,50.554,26.094,0.216,0.055,0.362,0.134
2024-01-02 04:00:00,4.0,1,0,2,-3.08,0.0,0.0,0.978,44.16,44.16,0.2035,0.6081,0.0,0.0,34.761,0.0,44.641,41.172,63.318,42.589,0.141,0.079,0.659,0.192
2024-01-02 04:15:00,4.25,1,0,2,-3.6,0.0,0.0,0.915,44.49,44.49,0.1369,0.6096,0.0,0.0,42.604,0.0,42.5,40.897,67.673,48.626,0.117,0.081,0.568,0.043
2024-01-02 04:30:00,4.5,1,0,2,-4.76,0.0,0.0,0.837,43.72,43.72,0.124,0.6062,0.0,0.0,46.845,0.0,43.621,42.902,76.745,57.984,0.06,0.121,0.771,0.141
2024-01-02 04:45:00,4.75,1,0,2,-4.6,0.0,0.0,0.942,43.79,43.79,0.0582,0.6065,0.0,0.0,20.801,0.0,43.091,44.614,83.448,47.766,0.075,0.149,-0.03,0.088
2024-01-02 05:00:00,5.0,1,0,2,-4.94,0.0,0.0,0.919,43.29,43.29,0.0824,0.6043,0.0,0.0,51.397,0.0,44.506,56.873,70.161,34.345,0.107,0.06,0.474,0.065
2024-01-02 05:15:00,5.25,1,0,2,-4.65,0.0,0.0,0.905,44.75,44.75,0.1072,0.6107,0.0,2.634,63.09,0.0,43.496,51.543,64.027,37.703,0.115,0.073,0.43,0.023
2024-01-02 05:30:00,5.5,1,0,2,-4.57,0.0,0.0,0.996,44.61,44.61,0.1114,0.6101,0.0,12.71,68.414,0.0,49.718,62.223,84.325,44.532,0.167,0.106,0.419,0.104
2024-01-02 05:45:00,5.75,1,0,2,-3.23,0.0,0.0,0.869,48.6,48.6,0.1481,0.6275,0.0,10.295,29.289,0.0,53.731,56.361,78.436,54.895,0.07,0.149,0.699,0.065
2024-01-02 06:00:00,6.0,1,0,2,-3.5,0.0,0.0,0.97,54.08,54.08,0.0659,0.6514,2.213,10.211,97.492,0.0,57.861,57.682,85.975,33.938,0.078,0.473,0.62,0.012
2024-01-02 06:15:00,6.25,1,0,2,-4.36,2.21,3.5,0.897,56.29,54.08,0.0803,0.6514,12.673,12.314,79.821,2.498,59.376,61.989,77.946,40.899,0.115,0.486,0.541,0.019
2024-01-02 06:30:00,6.5,1,0,2,-4.18,12.94,8.02,0.916,58.34,45.4,0.1183,0.6136,9.887,36.693,52.402,13.258,63.127,61.833,58.298,48.206,0.207,0.375,0.542,0.081
2024-01-02 06:45:00,6.75,1,0,2,-3.98,10.31,12.99,0.878,63.31,53.01,0.1995,0.6467,14.856,35.502,68.471,6.914,61.225,72.631,50.288,58.128,0.443,0.299,0.682,0.081
2024-01-02 07:00:00,7.0,1,0,2,-2.87,14.81,18.23,0.88,61.82,47.01,0.432,0.6206,15.134,33.162,73.606,26.689,61.723,66.863,57.319,36.237,0.468,0.598,0.251,0.448
2024-01-02 07:15:00,7.25,1,0,2,-2.29,15.0,23.64,0.89,61.72,46.72,0.4367,0.6193,27.357,40.654,103.969,38.834,63.909,73.22,69.373,51.242,0.369,0.572,0.322,0.45
2024-01-02 07:30:00,7.5,1,0,2,-2.14,27.88,29.15,0.815,64.22,36.34,0.3434,0.574,32.435,49.349,93.988,27.883,64.239,73.068,49.117,63.508,0.324,0.613,0.264,0.589
